-0.90932703E-15 -0.37897578E-15 -0.57079745E-15  0.13692618E-14  0.14952415E-15 -0.30829903E-15  0.22979988E-15 -0.71337856E-16 -0.36270275E-16  0.88708040E-15
-0.18411372E-15 -0.36715022E-15  0.39007175E-15 -0.11457225E-14 -0.15854040E-14  0.56803602E+00  0.76503426E+00  0.10742662E+01  0.15112653E-15  0.29314020E-16
-0.47789195E-16  0.10504619E-15  0.10116214E-15  0.16255033E-15  0.12109884E-15  0.13314142E-15  0.96832012E-16  0.11880529E-15  0.83275131E-16  0.19415293E-15
 0.79234082E-16 -0.28328947E-16  0.18568924E-16  0.16140843E-15  0.81360228E-16  0.12136660E-15  0.15812207E-15  0.56640471E-16  0.10430577E-15  0.12124631E-15
-0.10149691E-15 -0.12794433E-15  0.79417630E-16  0.20764458E-16  0.10055414E-17  0.16288205E-15  0.12018744E-15  0.12204122E-15  0.13881134E-15  0.66445506E-16
 0.43045668E-16  0.14507939E-15  0.24119994E-15  0.28332119E-15  0.79521745E+00  0.76432067E+00  0.27305830E+00 -0.29327814E-01  0.28752065E+00  0.41534355E+00
 0.37622401E+00  0.52277887E+00  0.40752655E+00  0.42098129E+00  0.48518720E+00  0.54050994E+00  0.98518628E+00  0.90107447E+00  0.85163683E+00  0.40464491E+00
-0.73238112E-01  0.57656638E-01  0.49503365E+00  0.25827575E+00  0.42291719E+00  0.60664439E+00  0.29986820E+00  0.28122726E+00  0.55380172E+00  0.67574245E+00
 0.87367231E+00  0.38303450E+00 -0.43670930E-01  0.12910832E+00  0.66767019E+00  0.35255539E+00  0.46745700E+00  0.50486702E+00  0.26513195E+00  0.35552344E+00
 0.43445385E+00  0.59052348E+00  0.89229584E+00  0.51674360E+00  0.67662217E-01  0.59180733E-01  0.60579759E+00  0.39577666E+00  0.45773447E+00  0.68767804E+00
 0.33658358E+00  0.35375261E+00  0.60490870E+00  0.74412388E+00  0.17533095E+00  0.17935151E+00  0.13244495E+00  0.25599558E+01  0.26865163E+01  0.23301380E+01
 0.26554382E+01  0.21650052E+01  0.22316589E+01  0.23088253E+01  0.19703184E+01  0.19839844E+01  0.16463014E+01  0.97496676E+00  0.88438612E+00  0.38876885E+00
 0.58908910E+00  0.47183335E+00  0.61311752E+00  0.65840811E+00  0.59478045E+00  0.64869517E+00  0.53063786E+00  0.57281494E+00  0.53412884E+00  0.51862901E+00
 0.53266943E+00  0.42561120E+00  0.40638599E+00  0.32679233E+00  0.60268068E+00  0.64125741E+00  0.55446178E+00  0.59969115E+00  0.55972898E+00  0.57781124E+00
 0.56334978E+00  0.50573123E+00  0.52490258E+00  0.44698209E+00  0.42833757E+00  0.32243001E+00  0.58774620E+00  0.65092993E+00  0.59746826E+00  0.62165648E+00
 0.54602879E+00  0.58257836E+00  0.50720143E+00  0.50991231E+00  0.51863462E+00  0.41200641E+00  0.39462736E+00  0.27975717E+00  0.65045148E+00  0.28353620E+00
 0.17711256E+00  0.11665530E+00  0.10889919E+00  0.11487166E+01  0.38606328E+00 -0.15912008E-01 -0.29372215E-01  0.21903251E+00  0.56818950E+00  0.29472741E+00
 0.40315157E+00  0.86012468E-01
 0.49909920E-01  0.49749371E-01  0.49909920E-01  0.16265300E+00  0.16393596E+00  0.15572733E+00  0.16892602E+00  0.15256473E+00  0.15954937E+00  0.15810123E+00
 0.14744151E+00  0.15014659E+00  0.14077997E+00  0.14456487E+00  0.14258681E+00  0.92201069E-01  0.10005949E+00  0.10198164E+00  0.80560170E-01  0.81214719E-01
 0.77169187E-01  0.83807811E-01  0.73841140E-01  0.78230180E-01  0.78405395E-01  0.73370844E-01  0.74161701E-01  0.70199206E-01  0.71162187E-01  0.70284508E-01
 0.79675972E-01  0.80104619E-01  0.74706830E-01  0.83506048E-01  0.76613054E-01  0.79099685E-01  0.78688376E-01  0.72189264E-01  0.74335992E-01  0.69880538E-01
 0.71043581E-01  0.70485532E-01  0.80389440E-01  0.80742367E-01  0.77345610E-01  0.83787762E-01  0.76180011E-01  0.79276234E-01  0.78152962E-01  0.73125102E-01
 0.73894776E-01  0.70153750E-01  0.71825877E-01  0.70625149E-01  0.30686307E+00  0.27898139E+00  0.20690241E+00  0.18299378E+00  0.18618959E+00  0.17837292E+00
