-0.54 -0.53 -0.47 -1.43 0.87 -2.17 -1.89 0.23 -2.19 -1.93 -2.05 -1.79 -2.09 -1.97 -2.02 -2.1493344525948 -0.544398237321898 -1.21394892663678 0.8988 1.0282 1.0972
-0.54 -0.53 -0.47 -0.43 0.87 0.83 1.11 2.23 1.81 2.07 1.95 1.21 1.91 2.03 1.98 -1.13455641791338 1.02838046072149 -0.171089009543053 -0.9812 -1.0918 -1.0628
0.46 -0.53 -0.47 -0.43 -0.13 1.83 -0.89 2.23 1.81 0.0700000000000001 1.95 1.21 1.91 0.03 1.98 1.10412783298996 2.077524849216 3.38284832314727 -0.9812 -0.0318 0.8472
0.46 -0.53 0.53 1.57 1.87 -2.17 0.11 -1.77 1.81 0.0700000000000001 1.95 -1.79 -1.09 0.03 -0.02 1.85496698705158 -0.954823166090141 -0.495441505007816 -0.0612 -0.0318 -0.5328
-0.54 -0.53 -0.47 0.57 1.87 1.83 0.11 1.23 -1.19 2.07 -0.0499999999999998 -1.79 -0.0899999999999999 -0.97 -2.02 -1.22059257103815 -0.110558046005545 1.41128797027761 0.8988 0.4982 0.0172
-0.54 -0.53 -0.47 1.57 -2.13 1.83 1.11 2.23 1.81 0.0700000000000001 0.95 2.21 -0.0899999999999999 2.03 1.98 0.0522080774683742 0.313862788561687 3.71159627055323 -0.9812 -1.0918 0.0172
0.46 0.47 0.53 -1.43 1.87 1.83 -1.89 -0.77 -1.19 2.07 0.95 -0.79 1.91 0.03 -0.02 0.781178084152183 1.29504854177697 2.14609391907084 -0.0612 -0.00180000000000003 0.8472
-0.54 0.47 0.53 1.57 0.87 1.83 -1.89 1.23 1.81 -1.93 -2.05 2.21 -2.09 0.03 0.98 2.40960747735302 3.03111715399333 2.67965961139551 0.4688 -0.00180000000000003 1.0972
0.46 0.47 0.53 -2.43 0.87 1.83 2.11 -0.77 1.81 1.07 -0.0499999999999998 -0.79 -1.09 1.03 1.98 -0.989907847777 1.32272336843658 0.00194622936991976 0.9988 0.4682 -0.5328
-0.54 0.47 -0.47 -2.43 1.87 -2.17 1.11 0.23 -2.19 -1.93 -1.05 -0.79 -0.0899999999999999 -0.97 -1.02 0.868265241666945 1.59968570406623 3.39170642253758 0.4288 -0.4718 0.0172
0.46 0.47 0.53 1.57 -0.13 -2.17 1.11 1.23 -2.19 -1.93 -2.05 2.21 -2.09 -1.97 -2.02 0.875394545212333 1.20383615027617 1.77057658229359 -1.1212 -0.9418 -0.9928
0.46 0.47 0.53 -0.43 -2.13 -2.17 -0.89 -0.77 0.81 -0.93 1.95 2.21 -0.0899999999999999 1.03 1.98 1.08449535188277 1.3791919547271 2.37817894219383 0.9988 0.4682 -0.0728
-0.54 -0.53 -0.47 -2.43 1.87 -0.17 2.11 -0.77 1.81 -1.93 1.95 0.21 -0.0899999999999999 2.03 0.98 0.286450654814901 -0.198715297121468 1.17371185875428 -0.5112 -1.0918 0.0172
-0.54 -0.53 -0.47 1.57 -2.13 1.83 -0.89 2.23 1.81 1.07 -0.0499999999999998 0.21 -2.09 1.03 -0.02 -0.00699143712372624 1.19836751661257 -0.145317495317427 -0.0412 -0.5618 1.0972
-0.54 0.47 -0.47 -0.43 -1.13 1.83 2.11 2.23 -2.19 -1.93 -1.05 -1.79 0.91 0.03 -2.02 -0.332947968733756 1.54893185251169 -0.284238595158593 0.8988 -0.00180000000000003 -0.5228
-0.54 -0.53 -0.47 1.57 1.87 1.83 2.11 2.23 1.81 -1.93 1.95 1.21 -0.0899999999999999 1.03 0.98 -0.0867189261383453 0.312332384171855 0.26808841919192 -0.5112 -0.5618 0.0172
-0.54 -0.53 0.53 -0.43 0.87 1.83 2.11 2.23 0.81 2.07 -0.0499999999999998 2.21 -1.09 2.03 1.98 0.35635869212559 2.49800426253815 2.10083509168434 0.9988 -1.0918 0.5572
0.46 0.47 0.53 -0.43 1.87 0.83 -1.89 2.23 -2.19 2.07 0.95 -0.79 -0.0899999999999999 2.03 -1.02 0.523909434346652 1.14904783035518 1.92864627693085 -0.5912 0.9382 -0.0728
0.46 0.47 -0.47 -2.43 0.87 0.83 1.11 -0.77 0.81 -1.93 -1.05 -0.79 -2.09 1.03 -1.02 0.0165441622501163 0.182162556250107 0.010108881552677 0.4288 0.4682 -0.9928
0.46 0.47 -0.47 -1.43 0.87 -0.17 -1.89 -1.77 1.81 -1.93 -2.05 -1.79 -2.09 -0.97 -2.02 -1.41762928985915 -1.57200584343579 -1.90819441219758 0.8988 -0.4718 -0.9928
-0.54 0.47 0.53 0.57 -1.13 -1.17 -1.89 -1.77 -1.19 1.07 -2.05 -1.79 -0.0899999999999999 -1.97 1.98 1.11247961735443 0.334811326471944 2.07283443442107 0.9988 -0.9418 0.0172
0.46 0.47 0.53 -1.43 -2.13 -2.17 -1.89 -1.77 -0.19 -1.93 -2.05 -1.79 -2.09 -1.97 -2.02 -0.763245132972508 -0.921134973884349 -0.16829687929994 -1.1212 -0.9418 -0.9928
-0.54 -0.53 -0.47 0.57 0.87 -0.17 0.11 2.23 -2.19 1.07 -0.0499999999999998 -1.79 -0.0899999999999999 0.03 -2.02 0.507276994294692 1.42920381480464 1.60396550735866 0.8988 -0.0318 0.0172
-0.54 -0.53 -0.47 -1.43 0.87 0.83 -1.89 -1.77 -2.19 0.0700000000000001 -1.05 -1.79 -1.09 -1.97 -2.02 0.148579414929233 1.08087448290041 2.47972313918558 0.8988 1.0282 0.5572
-0.54 -0.53 0.53 -0.43 -2.13 -2.17 2.11 2.23 1.81 1.07 1.95 1.21 1.91 2.03 1.98 0.35004598667902 1.489097928041 1.95033725986092 0.9988 -1.0918 -1.0628
-0.54 0.47 0.53 -1.43 -2.13 -0.17 0.11 -1.77 0.81 2.07 -0.0499999999999998 -0.79 1.91 0.03 1.98 1.60803585522335 0.925955527440497 -0.405201128336037 0.9988 -0.00180000000000003 -1.0628
-0.54 -0.53 -0.47 0.57 -0.13 -2.17 2.11 1.23 1.81 -0.93 1.95 2.21 1.91 2.03 0.98 -0.261849609873578 0.83334184663982 1.19565955050342 -0.5112 -1.0918 -1.0628
-0.54 0.47 0.53 0.57 -2.13 -1.17 2.11 0.23 0.81 2.07 -2.05 2.21 -2.09 -1.97 -1.02 1.40926190402207 1.60534618140461 0.204228268899385 -0.5912 -0.9418 1.0972
0.46 0.47 -0.47 -2.43 1.87 -0.17 0.11 0.23 1.81 -1.93 -2.05 1.21 -1.09 0.03 -2.02 -0.739557940020017 -0.19439617313595 -0.294290828619964 0.8988 -0.00180000000000003 -0.5328
-0.54 -0.53 -0.47 0.57 0.87 1.83 2.11 2.23 0.81 1.07 1.95 0.21 -0.0899999999999999 0.03 1.98 0.60297023075962 0.160523466150514 0.123864256369756 -0.9812 -0.0318 0.0172
0.46 0.47 -0.47 -0.43 1.87 1.83 2.11 -1.77 -2.19 -0.93 0.95 0.21 -0.0899999999999999 2.03 -0.02 0.0253728240161593 1.03002726122263 0.305702193708694 -0.0412 0.9382 -0.0728
0.46 0.47 0.53 1.57 -0.13 -2.17 2.11 0.23 1.81 1.07 -0.0499999999999998 1.21 1.91 2.03 0.98 1.60236091395149 2.02916707233455 0.663779563824928 0.4688 0.9382 0.8472
-0.54 0.47 0.53 1.57 -1.13 0.83 -1.89 2.23 0.81 1.07 -2.05 1.21 -2.09 -0.97 -2.02 1.5167963814302 1.55327837479368 2.97827867906197 -1.1212 -0.4718 1.0972
0.46 -0.53 -0.47 1.57 -2.13 -2.17 -1.89 -0.77 -1.19 -0.93 1.95 -1.79 1.91 -0.97 -1.02 2.32439838548838 0.00148425551415388 1.37982375224849 0.4288 0.4982 0.8472
-0.54 -0.53 -0.47 -2.43 1.87 -2.17 2.11 1.23 0.81 2.07 0.95 -1.79 -1.09 -0.97 -2.02 -0.207881881075811 1.52229083552371 1.19937626375054 0.8988 0.4982 0.5572
-0.54 0.47 -0.47 0.57 1.87 1.83 2.11 -1.77 0.81 1.07 -0.0499999999999998 0.21 1.91 0.03 0.98 1.65617155451338 1.23062030648428 1.53215342439795 -0.5112 -0.00180000000000003 -1.0628
