1 1 1 0 0 0 1 4 0 4 1 2 4 1 2 0.695684292204348 1.79192076529961 2.25325714559529
1 0 1 0 4 2 4 1 0 0 2 3 3 3 3 1.17649263584498 1.00823282616055 0.695891926529832
0 1 1 4 3 0 3 4 2 1 4 2 3 4 3 1.31126451846891 2.84109727789132 1.68194627881722
1 0 0 3 2 1 0 2 1 0 2 4 0 1 1 0.669213605455559 -0.190199674972386 0.0389606096181615
0 1 1 3 0 0 4 2 3 3 0 2 1 1 2 1.19776842335172 -1.52601595683014 -0.606570141682553
1 0 0 0 4 0 4 0 4 0 0 1 1 2 2 -0.277102222834851 0.695642029549454 0.559276232513963
0 0 0 3 0 1 4 0 4 4 2 4 1 0 3 1.10414298828025 -0.0534624104320606 1.22856792170995
1 0 1 4 0 3 0 0 0 3 0 2 2 0 0 -0.222336204108146 1.47851738833899 1.88897270999824
0 0 0 4 0 0 3 0 4 1 2 2 0 1 2 -0.178727581661674 -0.0993733186468613 1.89548369024327
0 1 0 4 4 0 1 0 4 1 0 0 0 1 0 -0.384486626046617 0.382435536355027 -0.0380547191102682
0 0 0 4 2 3 3 3 0 0 0 0 3 1 0 1.09399767339328 -0.0638546339341671 -0.623160976287158
0 0 0 0 0 4 3 4 0 0 0 4 0 4 2 0.733061601436602 2.14994629260656 1.72440253897178
1 1 1 4 0 2 4 3 2 4 0 4 1 4 3 -0.950019162577881 -0.54512934867374 1.07442228402063
1 1 1 1 0 4 4 3 1 2 3 0 0 0 2 0.63651559743226 0.687732624737312 1.10781736990211
1 1 1 4 4 4 0 4 3 4 0 4 4 1 4 0.56889381127801 0.237818599439996 -0.347710035796478
1 1 0 1 1 1 4 3 2 4 3 2 3 0 1 1.20762970297402 0.819157888305103 1.66927390922246
0 0 0 3 4 3 0 3 4 4 0 4 0 2 1 -1.34271485696917 2.11895389610143 1.5595786689318
1 1 1 4 0 4 1 1 0 4 0 1 4 3 3 1.78661218373571 1.62172134494883 3.17622790207794
0 0 0 4 2 1 0 4 0 4 0 1 3 4 2 -0.159250104270256 -2.54882385870789 -0.0400822495896078
0 0 1 2 2 4 4 2 0 0 2 2 2 0 2 1.33530414857943 1.35284253828062 0.659804160656522
1 1 1 0 3 0 1 2 3 1 4 3 3 4 3 -0.288409228103144 -0.656995904546169 -0.634484084007826
0 1 0 4 4 3 2 0 2 4 1 2 0 0 0 0.874363398533376 -0.493510326448273 0.0437912390796115
1 0 1 2 0 4 4 4 4 0 2 0 0 4 2 -0.0838538698814743 -0.575911459177519 1.23995119876611
1 0 0 0 4 0 2 0 4 0 3 0 0 1 1 1.96836405261261 0.846505610836571 0.582190847678353
0 1 1 2 0 1 2 1 2 2 4 2 0 2 4 1.8648008996033 0.0358248618661016 2.44835273223326
1 0 0 3 4 2 0 2 4 4 0 1 0 2 1 0.0389626737452359 -2.1973453912159 0.698450753961974
1 0 0 0 4 1 4 3 4 3 4 4 2 2 1 1.359219283569 1.15150000944804 1.50252895144853
0 0 1 2 2 1 4 3 1 3 3 4 3 0 3 -0.384073784971215 -0.66182358139097 0.765667854421589
1 0 0 2 0 4 4 1 3 0 4 1 4 4 2 1.44667298968182 0.702323592321252 1.23485508567362
1 0 1 4 4 1 0 1 0 2 3 2 0 2 2 0.833382990049169 0.70619063421933 0.911321727966148
1 0 1 1 4 4 4 4 2 4 3 2 4 3 2 1.36692388611895 1.45843255590236 1.21723209269646
0 1 1 0 0 0 0 4 1 1 0 0 0 0 0 -0.0733260009479919 1.7675826002396 2.12030820495909
0 1 1 2 0 3 3 4 4 4 4 1 1 4 3 2.27478833687518 0.64097619352869 0.962782111602987
1 0 0 0 3 1 3 4 3 3 4 4 0 4 1 2.76016033166757 -0.195072693453574 1.85888014878471
0 0 0 3 3 0 1 0 1 3 1 2 2 0 1 1.97869244029159 0.9665949185931 0.578597394666378
0 0 1 0 2 0 1 2 0 0 1 1 0 0 0 1.40268738017165 0.99939910250935 1.04738690223408
1 1 1 1 1 4 4 0 2 2 0 1 0 1 0 0.379001683341783 1.16418913391709 0.329935557024536
1 0 0 0 4 0 0 1 0 3 0 2 2 1 1 -0.208284272531819 0.680767467657185 2.97674689626542
0 1 0 1 0 1 0 4 3 0 3 4 3 1 4 0.863617459536771 0.691165019179342 3.32487051999016
1 0 0 1 4 1 4 4 0 0 0 2 2 0 1 0.430173336921217 0.0104990399066071 0.35804941010261
0 0 0 0 3 2 1 0 1 0 1 2 3 1 0 2.23770228456646 1.18145189280063 0.512393832809269
0 1 0 1 4 3 2 4 4 4 4 4 4 4 3 0.491492234356294 0.80176820219535 2.36283496507384
0 1 0 4 4 4 3 3 2 4 1 1 0 0 0 0.632481629411437 0.880325863878165 0.536872076589233
1 1 1 0 0 4 2 1 4 4 0 4 4 2 2 2.5961228331148 2.36182956246371 1.05063175969624
0 1 0 3 0 1 0 1 4 3 4 4 0 2 0 0.405355920696828 -0.621975010662519 0.297537672796523
1 0 0 2 4 0 0 1 2 2 1 0 0 3 2 -0.0164997881328894 -0.54216542708753 -0.599758974252343
0 1 1 3 4 2 0 4 0 2 2 4 3 2 2 0.872022437253178 0.736166048180854 2.6263124481174
1 1 1 0 1 4 2 1 2 3 0 4 3 2 4 0.844656692174371 0.606935216469803 2.30463510644771
0 0 1 1 1 2 0 0 2 0 2 0 0 3 0 1.02764734330119 -0.0888624566648852 1.61717930847747
0 0 0 1 2 0 1 2 0 3 0 0 0 0 0 -0.501609761378806 -0.378600171983749 -0.438451690952105
0 0 0 4 0 2 2 1 4 0 4 2 4 2 2 1.11136452174063 0.982804835155914 0.771173983616879
0 0 0 4 4 0 4 4 4 4 2 0 4 4 4 1.77341037257727 0.768207054234131 1.00909795776994
0 0 0 1 4 3 1 1 1 2 0 4 3 0 2 0.525300108454683 -0.513510621748798 0.75958836125627
0 0 0 1 4 0 1 1 1 1 1 0 0 2 0 -1.4545288697785 0.15691302938506 -0.77134492229693
0 0 0 4 3 0 1 0 0 2 2 0 4 0 0 -0.179330987386842 -0.596144782485835 0.398358771642394
1 0 1 1 2 4 4 0 4 4 4 4 2 4 4 1.04094123710589 0.854916641680846 1.63335174221747
1 0 1 0 0 4 1 4 3 2 3 4 3 1 3 -0.0853966391298464 0.693629114042436 2.12267419469001
1 1 1 0 4 4 4 3 4 4 4 4 4 4 3 3.3146494308771 1.51397197398524 1.18601540771648
0 1 0 1 3 3 0 3 2 1 1 3 3 3 4 0.445336664003094 0.499399081254095 1.48447930842566
0 0 0 2 4 4 4 1 2 0 2 4 1 3 0 1.22480036521327 1.73920045040971 2.40817906731305
1 1 0 4 4 1 0 1 4 4 0 2 3 3 3 0.404299648225943 -1.19478993060277 2.20641047392414
0 1 1 4 2 0 0 3 0 0 0 0 4 4 1 -0.493707230025676 0.588455930993724 2.41898300868872
1 1 1 0 2 4 1 4 2 4 3 1 3 4 4 1.29161669269066 1.04768558346663 4.93876743622459
0 0 0 0 4 2 1 4 2 2 2 1 0 0 1 0.943487109657781 2.55672071055494 2.16273682926186
1 1 1 4 0 4 1 2 0 0 1 0 1 0 2 1.62378801188708 2.58764818772747 2.5192613390893
0 1 1 4 4 3 0 0 0 0 0 2 2 4 0 2.63712984707713 1.63044455469905 1.87330961757838
1 0 1 3 0 3 1 0 3 2 2 1 0 0 0 -0.409161404945088 -0.0998502781004952 1.1432401473566
1 1 1 4 2 2 3 1 0 3 2 2 2 1 3 1.63410309196942 2.50086155381728 1.03451722581754
0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0.58802692006566 0.705095240352933 -1.30001812862972
0 0 0 0 4 0 0 2 0 1 1 3 1 1 3 -0.118700446948492 0.0601396039958824 0.500522654615804
1 1 1 0 4 4 4 2 4 4 4 3 4 4 4 -0.617188789422948 1.08512343547896 2.56713790801873
1 1 1 3 4 4 1 1 2 0 3 0 0 1 2 0.293521633378816 2.0667250585908 1.98733739275683
1 1 1 4 4 0 3 2 3 3 2 0 0 1 2 -0.172000280767817 0.441994367947497 -0.311890367544987
0 0 0 0 4 0 0 3 4 2 0 0 4 2 2 0.490725603502854 0.0568634305222991 -0.591510397057811
1 0 1 3 0 2 4 0 2 4 0 1 2 4 1 -0.526094955840889 -0.365668282948076 1.72467259774193
0 0 0 1 0 0 1 0 4 1 0 1 0 2 0 -0.834725707673527 -1.2249423221632 -0.826300259546312
1 1 1 4 4 4 2 0 0 4 4 4 1 0 1 1.10885089273225 1.55837583010289 1.29904102214725
0 0 1 0 4 1 0 0 3 3 3 4 0 1 1 0.791047507547977 1.18843634332864 1.62613610386861
0 1 1 2 4 2 0 4 0 0 4 3 0 0 3 0.0679672835671592 1.42506985314956 1.40648484104486
1 1 1 3 1 2 4 2 1 4 4 3 3 2 1 -0.566981369091958 1.08331510373233 2.46448574366027
1 0 0 2 4 0 2 1 4 4 2 2 4 1 0 3.77122678524052 2.66360371839471 1.71291609269922
0 1 1 3 3 4 2 4 3 4 1 3 2 4 2 3.14188303474278 0.950058576598598 2.89998181264412
1 1 1 2 4 4 1 4 3 4 3 4 2 4 3 0.550973826679002 0.904179520343973 2.73348037172198
1 1 1 3 2 0 0 4 3 4 0 4 2 4 3 0.623138105618775 0.238669041081904 1.13239445361927
0 1 0 0 4 3 1 3 2 4 3 1 3 1 3 -0.711658692448579 0.109214134410216 -0.40097492845019
1 0 1 4 4 0 4 0 1 3 4 3 1 1 1 0.730882182593955 0.0986768441075034 0.665528218889719
1 0 0 4 0 0 1 3 3 2 1 0 0 0 0 0.56974628262201 0.738593218875371 0.0759845118090928
1 0 0 3 4 4 4 0 0 0 0 2 0 3 1 0.904170821501069 0.675201694301447 1.48816313308613
0 0 0 0 2 4 1 4 0 2 1 0 0 0 0 1.12122162095861 0.321300051101645 0.423068635439061
1 0 1 4 0 2 3 4 0 1 2 2 1 4 4 1.90789202062788 2.1592992786173 0.926016632021217
0 0 0 0 0 2 2 4 2 3 1 0 3 1 2 -0.254323793372506 -1.07635966519974 0.2070534720799
0 0 0 3 0 2 2 3 0 4 0 4 0 1 1 0.891885839507039 1.24485507726165 0.986539228483887
1 0 1 4 1 0 1 2 2 4 0 2 1 4 3 0.70351072777768 0.995582215754739 0.838862028708619
1 0 0 4 0 4 2 1 2 0 3 1 0 3 2 0.49718785144221 1.56706078012638 2.58320890523358
0 0 0 4 1 0 4 4 4 4 4 2 4 4 4 0.14050974936414 0.360009496405818 -0.311758305500863
0 0 0 1 1 0 2 0 4 4 4 2 1 3 2 2.03120078406131 1.87450678600191 2.38260518799225
0 1 1 2 4 0 0 2 3 0 0 4 3 4 2 -0.224766748577485 0.388718929881945 0.255613596770642
1 0 0 3 0 1 4 0 4 3 2 1 1 2 0 0.561589878601611 0.919213079493729 1.36661126881538
0 0 0 0 2 2 4 0 0 1 1 2 2 0 1 1.17248869821282 -0.552037055532282 -1.03411593604369
0 0 0 4 0 2 0 1 0 3 1 0 0 0 0 -0.956627957759764 -0.43828636725225 -0.103992274521753
0 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0.942049955436287 0.939078142533338 0.973228273331036
