-0.47 -0.5 -0.48 -2.12 0.87 -1.11 0.94 2.18 2.05 0.0900000000000001 -2.06 -0.95 1.21 -1.9 0.11 1.36980191864351 0.320559071485795 -0.747898016510185 1.0728 -0.5178 0.5734 -0.4936 -1.0792 -0.997 0.00539999999999997 0.8864 0.463 -0.6674 0.956 -0.1034 1.01 -0.29 0.64 -0.65 -1.16 -0.93 -0.16 1.02 0.4 -0.63 0.9 -0.18 1.0652 -0.4152 0.6156 -0.5824 -1.0728 -0.988 -0.1164 0.8576 0.432 -0.6216 0.864 -0.1656
-0.47 -0.5 -0.48 1.88 0.87 -2.11 1.94 1.18 -1.95 -1.91 -2.06 0.05 0.21 0.1 1.11 1.66945508095158 0.321267704982407 1.466631068202 -0.8072 -0.5178 1.0434 -0.9636 -0.6092 0.883 0.9454 0.8864 -0.00700000000000004 -0.1974 0.016 -0.5734 -0.99 -0.29 1.14 -1.15 -0.66 1.07 0.84 1.02 -0.1 -0.13 -0.1 -0.68 -0.8548 -0.4152 1.0956 -1.0624 -0.5928 0.932 0.8436 0.8576 -0.048 -0.1416 -0.096 -0.6456
0.53 -0.5 -0.48 -0.12 0.87 1.89 -2.06 -0.82 0.05 -0.91 -1.06 -1.95 1.21 -1.9 0.11 -0.458930920160106 0.654369842951556 0.146322575799262 0.0128 0.3522 1.0534 -1.1436 -0.4892 -0.00699999999999998 -0.4346 -0.6436 -1.017 0.5426 -0.944 0.00659999999999995 0.01 -0.29 -0.86 0.85 0.34 0.07 0.34 0.52 0.9 -0.63 0.9 -0.18 0.1052 -0.4152 -0.8244 0.8576 0.3672 -0.028 0.3636 0.3776 0.912 -0.6216 0.864 -0.1656
-0.47 0.5 0.52 0.88 1.87 -1.11 1.94 -1.82 0.05 2.09 0.94 2.05 0.21 -1.9 -0.89 0.396847476795656 1.76978821651496 1.38041216215831 -0.3372 -0.9878 0.5734 -0.9636 0.8008 -0.057 -0.9346 -0.5236 -0.947 -0.1974 0.956 0.3666 0.39 1.08 -0.47 0.79 -0.98 0.12 0.93 0.46 0.95 0.08 -1 -0.57 0.5052 0.9748 -0.4944 0.8776 -0.9728 0.022 1.0136 0.3576 1.042 0.0684 -1.036 -0.5756
0.53 -0.5 -0.48 -2.12 -2.13 1.89 -2.06 0.18 0.05 -1.91 -0.0600000000000001 0.05 -1.79 -0.9 -1.89 0.372397710246876 -1.13675634289253 0.348148484200616 -1.0472 -1.2378 1.0534 -1.1436 0.0408 -0.00699999999999998 -0.9646 -0.1136 0.043 -1.0474 -0.414 -1.0534 1.01 1.21 -0.86 0.85 -0.16 0.07 0.84 0.02 -0.1 0.87 0.4 0.82 1.0652 1.0248 -0.8244 0.8576 -0.1128 -0.028 0.8436 -0.1024 -0.048 0.8184 0.384 0.7944
-0.47 -0.5 -0.48 1.88 1.87 -2.11 0.94 1.18 0.05 2.09 1.94 2.05 2.21 1.1 0.11 -1.33239355402382 1.36654107521163 0.744599560715066 -0.8072 -0.9878 1.0434 -0.4936 -0.6092 -0.057 -0.9346 -0.9936 -0.947 -1.1374 -0.454 -0.1034 -0.99 -0.79 1.14 -0.65 -0.66 0.07 -1.16 -0.98 -1.1 -1.13 -0.6 -0.18 -0.8548 -0.8952 1.0956 -0.5824 -0.5928 -0.028 -1.0764 -1.0624 -1.008 -1.1016 -0.576 -0.1656
-0.47 -0.5 0.52 -0.12 0.87 1.89 1.94 -1.82 0.05 -0.91 -2.06 0.05 -0.79 2.1 1.11 1.91223018006732 1.20954934047502 1.06180428425728 0.1328 -0.5178 -0.8366 -0.9636 0.8008 -0.057 0.4754 0.8864 -0.00700000000000004 0.2726 -0.924 -0.5734 0.01 -0.29 -0.86 -1.15 0.84 0.07 0.34 1.02 -0.1 0.37 -1.1 -0.68 -0.0148 0.4548 1.0656 0.8776 -0.9728 0.022 -0.5464 -1.2024 0.00200000000000005 -0.4516 1.044 0.4644
-0.47 -0.5 -0.48 -1.12 1.87 0.89 -2.06 -0.82 -1.95 0.0900000000000001 -1.06 -1.95 0.21 -1.9 -1.89 0.78591880773913 -2.00060454256174 1.17403396546315 0.6028 -0.9878 -0.3666 0.9164 0.3308 0.883 0.00539999999999997 0.4164 0.933 -0.1974 0.956 0.8366 0.51 -0.79 -0.36 0.85 0.34 1.07 -0.16 0.52 0.9 -0.13 0.9 0.82 0.5852 -0.8952 -0.3444 0.8576 0.3672 0.932 -0.1164 0.3776 0.912 -0.1416 0.864 0.7944
0.53 -0.5 -0.48 -1.12 0.87 0.89 -0.0600000000000001 2.18 2.05 2.09 -2.06 1.05 2.21 2.1 2.11 2.15378681814067 2.0713557656072 2.20243154988929 -0.5172 0.3522 0.5234 -0.0836 1.1008 1.053 1.1554 -1.1736 0.573 1.0726 1.176 1.0666 0.51 -0.29 -0.36 -0.15 -1.16 -0.93 -1.16 1.02 -0.6 -1.13 -1.1 -1.18 0.5852 -0.4152 -0.3444 -0.1024 -1.0728 -0.988 -1.0764 0.8576 -0.528 -1.1016 -1.056 -1.1256
0.53 0.5 0.52 -2.12 1.87 -0.11 -2.06 2.18 -0.95 2.09 1.94 1.05 -0.79 2.1 2.11 0.320928255629007 1.2891112175721 1.33954763496391 -1.0472 0.8822 -0.00660000000000001 -1.1436 1.1008 -0.537 1.1554 0.9464 0.573 -0.5174 1.176 1.0666 -1.11 1.08 0.03 -1.21 1.02 -0.38 0.93 0.96 0.45 -0.42 1 0.93 -1.0548 0.9748 0.0256 -1.2024 1.1072 -0.498 1.0136 0.8776 0.522 -0.4516 1.044 0.9844
