-0.56 -0.49 -0.48 -1.11 0.16 -2.08 2.07 0.05 -1.8 -1.66 2.01 1.13 2.08 0.0900000000000001 1.98 0.272207903029004 -1.29628360018759 1.53918329239939 1.0175 0.5775 -0.865 -0.5418 -0.43595 0.4713
-0.56 -0.49 -0.48 -2.11 0.16 -2.08 2.07 1.05 0.2 1.34 2.01 1.13 0.0800000000000001 1.09 -1.02 1.99250859581114 2.44560862582604 1.71234299563023 0.0175000000000001 1.0775 -0.115 -0.0618 -0.68095 0.0513
0.44 0.51 0.52 -2.11 -1.84 -1.08 2.07 1.05 0.2 -1.66 1.01 0.13 -1.92 -1.91 -1.02 0.485827631296334 -0.912254003301918 1.32179615088133 -0.2325 -0.4225 -1.115 -0.1743 -0.36845 -0.5037
0.44 0.51 -0.48 1.89 -0.84 -2.08 -1.93 2.05 1.2 -0.66 -1.99 -1.87 -1.92 -1.91 -1.02 1.84731747036914 2.37484006441126 2.22116239505527 -0.7325 -0.6725 -0.865 0.2982 -0.49595 -0.3937
-0.56 -0.49 -0.48 1.89 0.16 1.92 2.07 2.05 -0.8 -1.66 -0.99 -0.87 0.0800000000000001 -0.91 1.98 -0.511335820692129 0.476565951547914 -1.63767636445499 1.2675 0.0775 -0.115 -0.6618 -0.19095 0.0513
0.44 0.51 0.52 1.89 2.16 0.92 -1.93 2.05 0.2 2.34 0.01 2.13 1.08 -1.91 -1.02 2.24918923388378 2.00644574017747 1.87487780140768 0.2675 0.5775 1.135 0.0857 0.14155 0.4863
0.44 -0.49 0.52 -1.11 1.16 0.92 -1.93 -1.95 0.2 0.34 0.01 -0.87 0.0800000000000001 1.09 1.98 1.01050649046938 1.48807986444639 0.617641569444076 -0.4825 0.0775 0.385 -0.3043 -0.19095 0.1563
-0.56 -0.49 -0.48 -2.11 -1.84 -2.08 2.07 -1.95 -1.8 2.34 0.01 0.13 -0.92 -0.91 -1.02 0.0364283692441377 -0.154795141515824 0.931594206056006 -0.2325 -1.1725 -0.615 0.0582 0.42155 0.3313
0.44 -0.49 -0.48 1.89 1.16 -0.0800000000000001 2.07 2.05 2.2 -0.66 -1.99 -0.87 -1.92 -0.91 1.98 0.665746809037482 -0.866884609375596 -0.964217916190082 1.2675 0.0775 -0.115 -0.6618 -0.19095 -0.0637
0.44 -0.49 0.52 1.89 1.16 0.92 1.07 2.05 -0.8 0.34 2.01 -1.87 -0.92 2.09 -1.02 0.283186048872874 2.32404077938257 -1.91104348191821 0.0175 1.8275 -0.115 -0.0443 -1.04845 -0.0637
-0.56 -0.49 -0.48 -2.11 -1.84 -0.0800000000000001 -0.93 0.05 2.2 0.34 -0.99 -0.87 -1.92 0.0900000000000001 -1.02 1.22965885808349 0.883516114220385 -0.760625475321919 -1.2325 -0.6725 0.135 0.5382 0.17655 -0.0887
0.44 0.51 -0.48 1.89 2.16 1.92 -0.93 2.05 0.2 2.34 0.01 2.13 0.0800000000000001 2.09 1.98 0.164582357947543 0.862717498612114 -0.522800336506273 1.2675 1.5775 1.135 -0.6618 0.65155 0.4863
0.44 0.51 0.52 -0.11 -0.84 -2.08 -1.93 -0.95 2.2 0.34 -0.99 2.13 2.08 2.09 0.98 -0.0315446638823038 1.81295221494918 1.11134169850701 0.2675 -0.1725 0.635 0.0857 -0.24095 0.2663
0.44 0.51 -0.48 0.89 -1.84 -2.08 -1.93 -0.95 -1.8 -1.66 -0.99 -1.87 -0.92 -0.91 -2.02 0.182543103216773 0.336183131117806 -0.648974614071153 -1.2325 -1.1725 -1.615 0.5382 -0.75095 -0.7237
0.44 0.51 -0.48 1.89 -1.84 1.92 2.07 -1.95 -0.8 -1.66 -1.99 0.13 2.08 -0.91 0.98 -0.642671076339714 0.437599048123295 0.880578256556 1.2675 -1.6725 0.385 -0.6618 -1.00595 0.1563
0.44 -0.49 -0.48 -2.11 -1.84 -2.08 2.07 -1.95 -1.8 1.34 -1.99 -1.87 -1.92 -0.91 -0.02 1.46744368878658 0.254828655116719 0.674450193758458 -0.4825 -1.6725 -1.115 0.1782 0.66655 -0.5037
-0.56 -0.49 0.52 1.89 -1.84 -0.0800000000000001 2.07 0.05 -1.8 0.34 1.01 2.13 2.08 1.09 -1.02 1.9704655747137 1.12824485300277 1.43689894908859 1.2675 0.0775 0.135 0.6057 -0.19095 -0.0887
0.44 -0.49 0.52 1.89 -1.84 -1.08 -1.93 2.05 2.2 -1.66 -0.99 0.13 -0.92 0.0900000000000001 -2.02 0.331644202273178 1.0582430782749 2.48156968705008 -0.4825 -0.1725 -0.365 -0.3043 -0.06845 -0.1737
0.44 0.51 0.52 -0.11 -0.84 -0.0800000000000001 2.07 2.05 0.2 1.34 0.01 1.13 1.08 0.0900000000000001 -1.02 0.705198699760243 1.36013594801902 1.57794584970965 0.5175 0.3275 0.635 0.2157 0.01405 0.2663
-0.56 -0.49 -0.48 0.89 1.16 1.92 2.07 -1.95 0.2 -0.66 2.01 0.13 2.08 0.0900000000000001 -2.02 1.03518308848012 0.841744965092372 1.45181795298723 0.2675 0.3275 0.885 -0.1818 -0.31345 -0.5087
-0.56 0.51 -0.48 1.89 -1.84 -2.08 -1.93 -1.95 -0.8 -0.66 -0.99 -1.87 -1.92 -1.91 -2.02 0.346341763613335 -0.902755479342518 1.10235381123606 -0.9825 -1.6725 -1.365 0.4182 -1.00595 0.7513
0.44 0.51 -0.48 -1.11 2.16 1.92 2.07 2.05 2.2 0.34 0.01 1.13 1.08 2.09 1.98 2.31178369030073 3.67108281038533 1.19961719403804 1.0175 1.5775 1.385 -0.5418 0.65155 0.5963
-0.56 0.51 0.52 -0.11 2.16 -1.08 2.07 0.05 0.2 2.34 0.01 0.13 1.08 2.09 0.98 1.14946881229749 2.93897580140517 3.16590148847661 0.7675 1.0775 0.635 0.3457 0.39655 -0.3687
0.44 -0.49 0.52 -0.11 -0.84 -2.08 -0.93 -1.95 2.2 2.34 -1.99 0.13 1.08 0.0900000000000001 1.98 0.475710888573944 2.53813623773928 0.958618685624513 0.2675 -1.1725 0.885 0.0857 0.42155 0.3763
-0.56 -0.49 -0.48 -0.11 -1.84 0.92 -1.93 -1.95 1.2 -1.66 -1.99 0.13 -1.92 0.0900000000000001 -0.02 0.245906174538541 1.09680313321148 1.20986069667252 -0.4825 -1.4225 -0.365 0.1782 0.54405 0.1913
-0.56 0.51 0.52 -1.11 2.16 -1.08 2.07 0.05 1.2 2.34 0.01 -0.87 0.0800000000000001 1.09 1.98 1.15739522278924 2.56603590560597 2.30333880170965 0.5175 0.8275 0.635 0.2157 0.26905 -0.3687
