0.46 -0.4 -0.54 -1.94 0.0600000000000001 0.23 -0.0600000000000001 -1.21 -0.0499999999999998 -1.81 0.92 -2.01 1.13 -0.34 -2.03 1.14987446520994 -0.516641886314417 -0.677938781791797 -1.51 -0.1425 -0.125 0.6483 0.084 -0.0625
-0.54 -0.4 -0.54 1.06 2.06 -1.77 -1.06 -1.21 1.95 -1.81 1.92 1.99 0.13 1.66 -2.03 1.34891471788445 0.727517455177752 -1.22138767521608 -0.0099999999999999 1.1075 -0.375 -0.1617 -0.416 0.1975
-0.54 -0.4 -0.54 -0.94 2.06 2.23 -2.06 1.79 1.95 -1.81 1.92 0.99 -0.87 -0.34 -1.03 1.12797901657341 0.711550598513667 2.53234965506049 -0.76 1.3575 0.375 0.2433 -0.516 -0.2075
0.46 0.6 0.46 0.0600000000000001 -1.94 0.23 -2.06 -1.21 -2.05 2.19 -0.0800000000000001 1.99 -1.87 1.66 0.97 1.22767604866117 -0.177254489465089 -0.212341009017717 0.24 -0.3925 -0.375 -0.0567 -0.2085 -0.1775
0.46 0.6 0.46 0.0600000000000001 2.06 2.23 1.94 -2.21 1.95 -0.81 -1.08 -0.00999999999999979 0.13 -2.34 -0.0299999999999998 0.426123998940379 1.4736272154947 1.38603949546607 0.49 -0.8925 0.875 0.0583 -0.5085 0.3975
0.46 0.6 0.46 -1.94 2.06 -1.77 0.94 0.79 -2.05 -0.81 0.92 -2.01 -1.87 1.66 0.97 1.42119318271609 0.0214716002679119 0.427002132605719 -0.51 1.3575 -1.625 -0.4017 0.8415 -0.7525
-0.54 0.6 0.46 -1.94 0.0600000000000001 2.23 1.94 1.79 0.95 1.19 0.92 1.99 2.13 1.66 1.97 -0.648495856403069 2.1825586506715 3.09782221810131 0.99 1.1075 1.625 0.2883 0.6915 -0.8825
0.46 -0.4 -0.54 -1.94 -0.94 -1.77 0.94 -1.21 0.95 2.19 -0.0800000000000001 1.99 -1.87 1.66 -2.03 1.46482689681331 1.87023031520029 2.47431492145918 -0.26 -0.1425 -0.125 -0.0267 0.084 -0.0625
-0.54 -0.4 -0.54 -0.94 0.0600000000000001 -1.77 -2.06 0.79 1.95 2.19 1.92 1.99 0.13 1.66 0.97 -1.4905348571118 0.531583083255337 -0.231806891347659 -0.0099999999999999 1.1075 0.625 -0.1617 -0.416 -0.3425
-0.54 -0.4 0.46 1.06 0.0600000000000001 -1.77 -0.0600000000000001 1.79 -1.05 -0.81 1.92 -1.01 0.13 -0.34 1.97 1.05064445273222 0.264368672311634 0.460514016549475 0.49 0.8575 -0.875 0.0583 -0.316 0.4675
