0.48 0.56 0.58 1.11 1.99 0.95 -0.92 -1.06 0.82 2.05 1.95 2.19 1.95 0.21 0.02 2.65306289834564 0.487197845435942 0.883184280686616 0.6 0.7725 1.4425 0.2535 0.3852 0.6373
-0.52 0.56 -0.42 -1.89 1.99 1.95 2.08 -1.06 1.82 -1.95 1.95 1.19 0.95 0.21 1.02 -0.907490083800663 0.529967006222211 1.79234569075881 0.6 0.7725 0.6925 -0.3465 0.3852 -0.4152
-0.52 -0.44 -0.42 -1.89 -2.01 0.95 0.0800000000000001 -2.06 -2.18 -1.95 -2.05 -1.81 -2.05 -1.79 -1.98 -0.205134940984295 -0.482798444559834 -0.449127144867905 -1.4 -1.9775 -1.3075 0.4935 0.8227 0.6248
-0.52 0.56 0.58 1.11 1.99 0.95 -1.92 1.94 0.82 -1.95 1.95 2.19 1.95 -1.79 -0.98 0.772380976311053 0.724150217267889 0.894995901712561 0.1 1.0225 0.4425 -0.0365 0.5252 -0.2852
-0.52 0.56 -0.42 1.11 1.99 -0.0499999999999998 -1.92 1.94 1.82 1.05 1.95 -0.81 1.95 -1.79 0.02 1.49729437537184 -0.1496553747964 1.2474346308048 -0.4 1.0225 1.1925 0.0735 0.5252 -0.6752
-0.52 -0.44 -0.42 -1.89 -1.01 -2.05 2.08 1.94 -2.18 0.05 -0.0499999999999998 -1.81 0.95 -0.79 1.02 -0.17054139236666 0.828700748353487 2.18601683145087 -0.15 0.0225000000000001 -0.8075 -0.0315 -0.0573 0.3648
-0.52 0.56 -0.42 -0.89 -0.00999999999999979 1.95 -0.92 -2.06 1.82 -1.95 -1.05 -0.81 -2.05 -1.79 -1.98 0.920605081457019 1.35125960949734 -1.31953781911832 -1.15 -1.2275 -0.0574999999999999 0.3885 -0.7348 -0.0252
0.48 0.56 0.58 -0.89 1.99 1.95 -1.92 1.94 0.82 2.05 -1.05 1.19 1.95 -1.79 2.02 1.04352035428894 1.29677058503819 2.96716096997637 0.1 0.2725 1.6925 -0.0365 0.1052 0.7573
0.48 0.56 0.58 0.11 1.99 1.95 2.08 0.94 -2.18 2.05 0.95 -0.81 -2.05 1.21 1.02 -1.17541093233089 2.91075189508572 2.14245751333455 0.6 1.2725 -0.0575 0.2535 0.6652 -0.0827
0.48 0.56 0.58 -1.89 0.99 -0.0499999999999998 -1.92 1.94 1.82 2.05 1.95 2.19 1.95 2.21 2.02 1.63109715509559 -0.193576736812159 0.851384934627828 0.1 1.7725 1.4425 -0.0365 0.9452 0.6373
0.48 0.56 0.58 2.11 1.99 -1.05 2.08 -2.06 -2.18 -0.95 1.95 1.19 -1.05 -1.79 -0.98 1.43977558555674 -1.75373555997745 0.946625049415339 1.1 0.0225000000000001 -1.3075 0.5435 -0.0348 -0.6827
