-0.42 -0.47 -0.49 -1.7 1.65 -0.84 2.04 -1.94 -0.16 0.84 -2.09 0.15 1.74 -1.02 -1.02 0.271615168743842 0.0812819553013321 -0.39475500158991 0.648 -0.586 0.2856 -0.7236 0.7896 0.0744 -0.3856 0.7556 0.064 -0.6916 0.4468 0.5268 0.688 -0.761 0.3796 -0.9876 1.0436 0.0204 -0.5196 0.8646 0.059 -0.8256 0.5088 0.5288 0.836 -0.807 0.2532 -0.9292 0.9112 -0.0532 -0.5032 0.8982 -0.037 -0.9452 0.4196 0.4396
-0.42 -0.47 -0.49 -1.7 1.65 0.16 0.04 1.06 1.84 -2.16 0.91 -1.85 1.74 0.98 0.98 1.44994597008184 1.28197715657046 1.22358699897486 0.648 -0.586 -0.1344 0.1164 -0.4704 -0.7656 0.8744 -0.5044 0.904 -0.6916 -0.3932 -0.3132 0.688 -0.761 -0.0904 -0.0476 -0.3664 -0.9196 0.8904 -0.5454 0.999 -0.8256 -0.4312 -0.4112 0.836 -0.807 -0.2368 0.0508 -0.5588 -1.0332 0.9668 -0.5718 0.943 -0.9452 -0.5604 -0.5404
-0.42 -0.47 -0.49 2.3 0.65 1.16 -1.96 -0.94 -2.16 -0.16 -2.09 0.15 -2.26 -1.02 0.98 -0.405586867181172 -1.46604978044014 0.507833291605018 -1.032 -0.166 -0.5544 0.9564 0.3696 0.9144 0.0344 0.7556 0.064 0.9884 0.4468 -0.3132 -1.192 -0.291 -0.5604 0.8924 0.5736 0.9604 -0.0496 0.8646 0.059 1.0544 0.5088 -0.4112 -1.124 -0.317 -0.7268 1.0308 0.4212 0.9268 -0.0132 0.8982 -0.037 1.0148 0.4196 -0.5404
-0.42 0.53 -0.49 2.3 0.65 0.16 -0.96 2.06 1.84 -0.16 -2.09 -0.85 -0.26 -0.02 -1.02 0.0574494338363078 0.521706649094984 0.191700452817209 -1.032 -0.166 -0.1344 0.5364 -0.8904 -0.7656 0.0344 0.7556 0.484 0.1484 0.0268 0.5268 1.108 0.359 0.0696 -0.5376 1.2236 0.9204 -0.2096 -1.2254 -0.321 -0.1456 0.0188 -0.4912 -1.124 -0.317 -0.2368 0.5408 -1.0488 -1.0332 -0.0132 0.8982 0.453 0.0348 -0.0704 0.4396
0.58 0.53 0.51 0.3 1.65 2.16 -0.96 -1.94 -2.16 -1.16 -0.0899999999999999 -0.85 -0.26 -0.02 -0.02 0.31625268833776 2.18368541395448 2.11006140111028 0.108 1.064 1.1856 -0.4236 -1.1504 -1.2456 -0.7056 -0.1744 -0.366 -0.1116 0.00680000000000003 0.0868 0.0480000000000001 0.889 1.1296 -0.5376 -0.8964 -1.1996 -0.7396 -0.1654 -0.321 -0.1456 0.0188 0.0388 0.156 0.843 0.9432 -0.4192 -1.0288 -1.2332 -0.6832 -0.1718 -0.397 -0.2252 -0.0904 -0.0704
-0.42 -0.47 0.51 2.3 -0.35 -0.84 2.04 -0.94 -2.16 -2.16 1.91 1.15 1.74 0.98 1.98 2.85333753172233 0.883422982926928 1.0606742900644 -1.032 0.254 0.2856 -0.7236 0.3696 0.9144 0.8744 -0.9244 -0.356 -0.6916 -0.3932 -0.7332 -1.192 0.179 0.3796 -0.9876 0.5736 0.9604 0.8904 -1.0154 -0.411 -0.8256 -0.4312 -0.8812 1.176 -0.177 -0.5868 1.1108 -0.5188 -1.2332 -1.1932 0.8482 0.623 0.7948 0.4196 0.9496
-0.42 -0.47 0.51 -0.7 1.65 2.16 1.04 1.06 0.84 -2.16 -1.09 0.15 -1.26 -2.02 0.98 0.0695008379561477 2.27644726282356 1.52058965624083 0.228 -0.586 -0.9744 -0.3036 -0.4704 -0.3456 0.8744 0.3356 0.064 0.5684 0.8668 -0.3132 0.218 -0.761 -1.0304 -0.5176 -0.3664 -0.4496 0.8904 0.3946 0.059 0.5844 0.9788 -0.4112 -0.354 0.843 0.9432 0.6008 0.5012 0.2968 -1.1932 -0.6818 0.113 -0.7352 -1.1104 0.4396
-0.42 -0.47 -0.49 -1.7 1.65 2.16 -0.96 0.0600000000000001 -2.16 -1.16 -2.09 -0.85 -0.26 -0.02 -0.02 0.811199491955264 1.18853085192687 2.46855165042735 0.648 -0.586 -0.9744 0.5364 -0.0504 0.9144 0.4544 0.7556 0.484 0.1484 0.0268 0.1068 0.688 -0.761 -1.0304 0.4224 0.1036 0.9604 0.4204 0.8646 0.529 0.1144 0.0388 0.0588 0.836 -0.807 -1.2168 0.5408 -0.0688 0.9268 0.4768 0.8982 0.453 0.0348 -0.0704 -0.0504
0.58 -0.47 -0.49 -1.7 -1.35 -1.84 2.04 1.06 -0.16 1.84 -1.09 -0.85 -2.26 -2.02 -2.02 0.0232113388616881 -1.35409419391655 -1.93687742341974 -1.052 -0.676 -1.1344 1.3164 0.5896 -0.0856 1.0344 -0.7544 -0.366 -1.2716 -1.1532 -1.0732 0.688 0.649 0.8496 -0.9876 -0.3664 0.0204 -0.9896 0.3946 0.529 1.0544 0.9788 0.9988 0.836 0.663 0.7432 -0.9292 -0.5588 -0.0532 -0.9932 0.4082 0.453 1.0148 0.9096 0.9296
-0.42 -0.47 -0.49 0.3 1.65 1.16 2.04 2.06 -1.16 0.84 0.91 0.15 1.74 1.98 1.98 -0.94942811499061 1.10777954374063 1.28850994247702 -0.192 -0.586 -0.5544 -0.7236 -0.8904 0.4944 -0.3856 -0.5044 0.064 -0.6916 -0.8132 -0.7332 -0.252 -0.761 -0.5604 -0.9876 -0.8364 0.4904 -0.5196 -0.5454 0.059 -0.8256 -0.9012 -0.8812 -0.144 -0.807 -0.7268 -0.9292 -1.0488 0.4368 -0.5032 -0.5718 -0.037 -0.9452 -1.0504 -1.0304
